,Category
19280,0
19281,0
19282,0
19283,1
19284,0
19285,1
19286,0
19287,1
19288,0
19289,0
19290,1
19291,1
19292,0
19293,1
19294,1
19295,1
19296,1
19297,1
19298,0
19299,1
19300,0
19301,0
19302,1
19303,1
19304,0
19305,1
19306,0
19307,1
19308,1
19309,1
19310,0
19311,1
19312,0
19313,1
19314,0
19315,1
19316,0
19317,1
19318,1
19319,1
19320,1
19321,1
19322,0
19323,0
19324,0
19325,0
19326,1
19327,1
19328,0
19329,0
19330,0
19331,0
19332,0
19333,0
19334,0
19335,0
19336,1
19337,0
19338,0
19339,1
19340,1
19341,1
19342,1
19343,0
19344,0
19345,1
19346,0
19347,0
19348,0
19349,1
19350,1
19351,1
19352,1
19353,1
19354,0
19355,1
19356,0
19357,1
19358,0
19359,0
19360,0
19361,1
19362,0
19363,1
19364,1
19365,0
19366,1
19367,1
19368,1
19369,1
19370,0
19371,1
19372,0
19373,0
19374,1
19375,1
19376,0
19377,0
19378,0
19379,1
19380,0
19381,1
19382,0
19383,0
19384,1
19385,0
19386,1
19387,1
19388,0
19389,1
19390,0
19391,1
19392,1
19393,1
19394,1
19395,1
19396,1
19397,1
19398,1
19399,1
19400,1
19401,1
19402,1
19403,0
19404,0
19405,0
19406,1
19407,0
19408,0
19409,0
19410,1
19411,1
19412,0
19413,1
19414,0
19415,1
19416,1
19417,1
19418,1
19419,0
19420,1
19421,0
19422,0
19423,0
19424,0
19425,1
19426,1
19427,1
19428,0
19429,0
19430,1
19431,0
19432,0
19433,0
19434,0
19435,0
19436,1
19437,1
19438,0
19439,1
19440,1
19441,1
19442,0
19443,0
19444,0
19445,0
19446,1
19447,0
19448,1
19449,1
19450,1
19451,0
19452,0
19453,1
19454,1
19455,1
19456,0
19457,1
19458,0
19459,1
19460,1
19461,1
19462,1
19463,0
19464,1
19465,0
19466,1
19467,1
19468,1
19469,1
19470,0
19471,0
19472,0
19473,0
19474,1
19475,0
19476,0
19477,0
19478,0
19479,0
19480,0
19481,1
19482,0
19483,0
19484,1
19485,1
19486,1
19487,1
19488,1
19489,1
19490,0
19491,1
19492,1
19493,1
19494,0
19495,1
19496,1
19497,1
19498,1
19499,1
19500,1
19501,0
19502,0
19503,0
19504,0
19505,0
19506,1
19507,0
19508,1
19509,0
19510,1
19511,0
19512,0
19513,0
19514,0
19515,0
19516,1
19517,1
19518,0
19519,1
19520,1
19521,0
19522,0
19523,0
19524,0
19525,1
19526,1
19527,0
19528,0
19529,1
19530,1
19531,0
19532,0
19533,1
19534,0
19535,1
19536,1
19537,0
19538,0
19539,0
19540,0
19541,0
19542,1
19543,0
19544,1
19545,1
19546,1
19547,0
19548,1
19549,1
19550,1
19551,0
19552,1
19553,1
19554,1
19555,0
19556,1
19557,0
19558,1
19559,0
19560,1
19561,1
19562,1
19563,0
19564,1
19565,1
19566,0
19567,0
19568,1
19569,1
19570,0
19571,1
19572,1
19573,0
19574,0
19575,0
19576,1
19577,1
19578,0
19579,0
19580,0
19581,1
19582,0
19583,1
19584,1
19585,1
19586,0
19587,1
19588,1
19589,0
19590,0
19591,0
19592,1
19593,0
19594,0
19595,0
19596,0
19597,1
19598,1
19599,1
19600,1
19601,1
19602,0
19603,0
19604,1
19605,1
19606,0
19607,1
19608,1
19609,1
19610,1
19611,1
19612,0
19613,1
19614,0
19615,1
19616,0
19617,0
19618,0
19619,0
19620,0
19621,1
19622,0
19623,0
19624,1
19625,0
19626,1
19627,0
19628,1
19629,1
19630,0
19631,0
19632,1
19633,1
19634,0
19635,0
19636,0
19637,1
19638,1
19639,0
19640,1
19641,0
19642,0
19643,0
19644,1
19645,1
19646,1
19647,0
19648,1
19649,0
19650,0
19651,1
19652,1
19653,0
19654,0
19655,0
19656,0
19657,0
19658,1
19659,1
19660,0
19661,0
19662,0
19663,1
19664,0
19665,0
19666,0
19667,0
19668,0
19669,0
19670,0
19671,1
19672,1
19673,1
19674,0
19675,1
19676,0
19677,1
19678,1
19679,0
19680,0
19681,1
19682,0
19683,1
19684,0
19685,1
19686,0
19687,0
19688,0
19689,0
19690,1
19691,1
19692,0
19693,1
19694,1
19695,1
19696,1
19697,0
19698,0
19699,1
19700,1
19701,1
19702,0
19703,0
19704,1
19705,0
19706,0
19707,0
19708,1
19709,1
19710,0
19711,1
19712,0
19713,1
19714,0
19715,1
19716,1
19717,0
19718,0
19719,1
19720,1
19721,0
19722,1
19723,0
19724,1
19725,0
19726,0
19727,0
19728,1
19729,0
19730,1
19731,1
19732,0
19733,0
19734,0
19735,0
19736,0
19737,1
19738,0
19739,1
19740,1
19741,1
19742,0
19743,1
19744,0
19745,0
19746,0
19747,1
19748,1
19749,0
19750,0
19751,1
19752,1
19753,0
19754,1
19755,1
19756,0
19757,0
19758,1
19759,0
19760,0
19761,1
19762,1
19763,0
19764,1
19765,0
19766,0
19767,1
19768,1
19769,0
19770,1
19771,1
19772,0
19773,0
19774,1
19775,0
19776,1
19777,0
19778,0
19779,1
19780,1
19781,1
19782,1
19783,1
19784,1
19785,1
19786,0
19787,1
19788,0
19789,1
19790,0
19791,0
19792,1
19793,0
19794,1
19795,0
19796,1
19797,0
19798,1
19799,0
19800,0
19801,0
19802,1
19803,0
19804,0
19805,0
19806,1
19807,0
19808,1
19809,0
19810,0
19811,1
19812,0
19813,0
19814,0
19815,0
19816,1
19817,1
19818,1
19819,1
19820,1
19821,0
19822,1
19823,1
19824,0
19825,1
19826,1
19827,1
19828,0
19829,1
19830,0
19831,1
19832,0
19833,0
19834,1
19835,1
19836,0
19837,0
19838,1
19839,1
19840,1
19841,1
19842,1
19843,1
19844,1
19845,0
19846,1
19847,0
19848,1
19849,0
19850,0
19851,0
19852,0
19853,0
19854,0
19855,1
19856,1
19857,0
19858,0
19859,0
19860,1
19861,0
19862,1
19863,1
19864,1
19865,0
19866,1
19867,0
19868,0
19869,1
19870,0
19871,1
19872,0
19873,0
19874,0
19875,1
19876,1
19877,1
19878,1
19879,1
19880,0
19881,0
19882,1
19883,0
19884,0
19885,0
19886,1
19887,1
19888,0
19889,1
19890,1
19891,1
19892,1
19893,0
19894,1
19895,0
19896,0
19897,1
19898,1
19899,0
19900,0
19901,0
19902,1
19903,0
19904,0
19905,1
19906,0
19907,1
19908,1
19909,1
19910,1
19911,1
19912,0
19913,0
19914,0
19915,1
19916,0
19917,1
19918,1
19919,0
19920,0
19921,0
19922,1
19923,1
19924,0
19925,1
19926,1
19927,0
19928,1
19929,1
19930,0
19931,0
19932,1
19933,0
19934,1
19935,0
19936,1
19937,0
19938,0
19939,1
19940,0
19941,0
19942,0
19943,0
19944,0
19945,0
19946,0
19947,1
19948,0
19949,0
19950,1
19951,1
19952,0
19953,1
19954,0
19955,0
19956,1
19957,0
19958,0
19959,0
19960,0
19961,1
19962,0
19963,0
19964,1
19965,1
19966,0
19967,0
19968,1
19969,1
19970,0
19971,1
19972,1
19973,1
19974,0
19975,0
19976,1
19977,0
19978,1
19979,1
19980,1
19981,0
19982,0
19983,1
19984,0
19985,1
19986,1
19987,0
19988,0
19989,1
19990,1
19991,1
19992,0
19993,0
19994,1
19995,1
19996,1
19997,1
19998,1
19999,1
20000,0
20001,0
20002,1
20003,1
20004,1
20005,0
20006,0
20007,1
20008,1
20009,1
20010,0
20011,0
20012,1
20013,1
20014,1
20015,1
20016,1
20017,0
20018,1
20019,1
20020,0
20021,1
20022,0
20023,0
20024,1
20025,1
20026,0
20027,1
20028,1
20029,0
20030,0
20031,1
20032,1
20033,0
20034,1
20035,1
20036,1
20037,0
20038,0
20039,1
20040,0
20041,1
20042,1
20043,0
20044,1
20045,1
20046,0
20047,0
20048,0
20049,1
20050,0
20051,1
20052,1
20053,0
20054,1
20055,0
20056,0
20057,1
20058,0
20059,0
20060,0
20061,1
20062,1
20063,1
20064,0
20065,1
20066,1
20067,1
20068,0
20069,0
20070,1
20071,1
20072,0
20073,1
20074,0
20075,1
20076,1
20077,1
20078,0
20079,1
20080,1
20081,0
20082,1
20083,1
20084,0
20085,0
20086,1
20087,1
20088,0
20089,0
20090,0
20091,0
20092,0
20093,0
20094,1
20095,0
20096,1
20097,1
20098,0
20099,0
20100,0
20101,0
20102,0
20103,0
20104,1
20105,0
20106,0
20107,1
20108,0
20109,1
20110,0
20111,0
20112,1
20113,0
20114,1
20115,0
20116,0
20117,1
20118,0
20119,0
20120,0
20121,1
20122,0
20123,1
20124,1
20125,1
20126,0
20127,1
20128,0
20129,0
20130,0
20131,1
20132,0
20133,1
20134,1
20135,0
20136,1
20137,0
20138,1
20139,1
20140,0
20141,1
20142,1
20143,0
20144,1
20145,0
20146,0
20147,1
20148,0
20149,0
20150,1
20151,0
20152,1
20153,0
20154,0
20155,0
20156,0
20157,0
20158,1
20159,0
20160,0
20161,1
20162,1
20163,0
20164,0
20165,1
20166,0
20167,0
20168,0
20169,0
20170,1
20171,0
20172,0
20173,1
20174,1
20175,0
20176,0
20177,1
20178,0
20179,1
20180,1
20181,0
20182,1
20183,0
20184,0
20185,1
20186,0
20187,1
20188,1
20189,0
20190,0
20191,1
20192,1
20193,0
20194,0
20195,1
20196,0
20197,0
20198,1
20199,1
20200,0
20201,0
20202,0
20203,0
20204,1
20205,1
20206,0
20207,1
20208,1
20209,0
20210,1
20211,1
20212,1
20213,1
20214,0
20215,0
20216,0
20217,0
20218,1
20219,0
20220,0
20221,0
20222,1
20223,0
20224,0
20225,0
20226,1
20227,1
20228,0
20229,0
20230,0
20231,1
20232,1
20233,1
20234,1
20235,1
20236,1
20237,0
20238,1
20239,0
20240,1
20241,1
20242,0
20243,0
20244,0
20245,0
20246,0
20247,0
20248,0
20249,1
20250,0
20251,1
20252,1
20253,0
20254,1
20255,1
20256,1
20257,0
20258,1
20259,1
20260,0
20261,1
20262,0
20263,0
20264,0
20265,0
20266,1
20267,1
20268,1
20269,0
20270,1
20271,0
20272,1
20273,1
20274,1
20275,0
20276,1
20277,1
20278,1
20279,0
20280,1
20281,0
20282,0
20283,0
20284,1
20285,1
20286,1
20287,1
20288,1
20289,1
20290,1
20291,1
20292,0
20293,0
20294,1
20295,1
20296,1
20297,1
20298,1
20299,1
20300,1
20301,0
20302,1
20303,1
20304,1
20305,0
20306,0
20307,1
20308,0
20309,1
20310,1
20311,1
20312,0
20313,1
20314,0
20315,0
20316,0
20317,1
20318,1
20319,1
20320,1
20321,1
20322,0
20323,1
20324,1
20325,1
20326,0
20327,0
20328,0
20329,1
20330,0
20331,0
20332,1
20333,1
20334,0
20335,1
20336,0
20337,0
20338,0
20339,1
20340,0
20341,1
20342,1
20343,0
20344,0
20345,1
20346,0
20347,0
20348,0
20349,0
20350,0
20351,0
20352,1
20353,0
20354,1
20355,1
20356,0
20357,1
20358,0
20359,1
20360,0
20361,1
20362,0
20363,1
20364,1
20365,0
20366,0
20367,0
20368,1
20369,1
20370,0
20371,1
20372,0
20373,0
20374,0
20375,1
20376,0
20377,1
20378,1
20379,0
20380,1
20381,1
20382,0
20383,1
20384,1
20385,1
20386,1
20387,1
20388,0
20389,0
20390,1
20391,0
20392,0
20393,1
20394,1
20395,1
20396,1
20397,0
20398,1
20399,1
20400,1
20401,1
20402,0
20403,0
20404,0
20405,0
20406,1
20407,0
20408,0
20409,1
20410,0
20411,0
20412,1
20413,1
20414,1
20415,0
20416,0
20417,1
20418,1
20419,0
20420,1
20421,1
20422,0
20423,1
20424,1
20425,0
20426,1
20427,1
20428,1
20429,1
20430,0
20431,1
20432,0
20433,0
20434,1
20435,1
20436,1
20437,0
20438,1
20439,1
20440,0
20441,0
20442,1
20443,1
20444,0
20445,0
20446,1
20447,1
20448,0
20449,1
20450,0
20451,1
20452,1
20453,1
20454,0
20455,0
20456,1
20457,0
20458,0
20459,1
20460,0
20461,1
20462,1
20463,1
20464,1
20465,0
20466,1
20467,0
20468,0
20469,0
20470,0
20471,0
20472,0
20473,0
20474,1
20475,0
20476,1
20477,0
20478,0
20479,0
20480,0
20481,0
20482,1
20483,1
20484,1
20485,0
20486,0
20487,0
20488,1
20489,1
20490,0
20491,0
20492,1
20493,1
20494,0
20495,0
20496,0
20497,0
20498,0
20499,0
20500,1
20501,0
20502,1
20503,1
20504,1
20505,0
20506,0
20507,0
20508,1
20509,0
20510,1
20511,1
20512,0
20513,1
20514,1
20515,0
20516,1
20517,1
20518,0
20519,0
20520,0
20521,1
20522,1
20523,1
20524,0
20525,1
20526,1
20527,0
20528,0
20529,1
20530,1
20531,1
20532,0
20533,0
20534,0
20535,1
20536,0
20537,1
20538,0
20539,1
20540,1
20541,0
20542,0
20543,0
20544,1
20545,0
20546,1
20547,0
20548,1
20549,1
20550,1
20551,1
20552,0
20553,1
20554,0
20555,1
20556,0
20557,0
20558,1
20559,1
20560,1
20561,0
20562,1
20563,1
20564,0
20565,1
20566,0
20567,0
20568,1
20569,1
20570,0
20571,0
20572,0
20573,1
20574,1
20575,1
20576,0
20577,1
20578,1
20579,1
20580,0
20581,1
20582,1
20583,1
20584,0
20585,0
20586,1
20587,0
20588,0
20589,0
20590,0
20591,0
20592,1
20593,0
20594,0
20595,1
20596,0
20597,1
20598,1
20599,0
20600,0
20601,1
20602,0
20603,0
20604,1
20605,1
20606,1
20607,0
20608,1
20609,0
20610,0
20611,0
20612,0
20613,1
20614,0
20615,0
20616,1
20617,0
20618,0
20619,0
20620,0
20621,0
20622,0
20623,1
20624,0
20625,0
20626,1
20627,1
20628,0
20629,0
20630,1
20631,1
20632,1
20633,0
20634,1
20635,0
20636,0
20637,1
20638,0
20639,1
20640,0
20641,1
20642,1
20643,0
20644,0
20645,0
20646,1
20647,0
20648,1
20649,1
20650,0
20651,1
20652,1
20653,1
20654,0
20655,1
20656,1
20657,0
20658,1
20659,1
20660,1
20661,0
20662,1
20663,1
20664,1
20665,1
20666,0
20667,1
20668,1
20669,1
20670,0
20671,0
20672,1
20673,1
20674,0
20675,0
20676,0
20677,1
20678,1
20679,1
20680,1
20681,1
20682,0
20683,0
20684,1
20685,1
20686,0
20687,0
20688,0
20689,1
20690,1
20691,1
20692,1
20693,0
20694,1
20695,1
20696,1
20697,0
20698,0
20699,0
20700,1
20701,1
20702,0
20703,0
20704,1
20705,0
20706,0
20707,0
20708,0
20709,1
20710,1
20711,1
20712,0
20713,1
20714,0
20715,1
20716,0
20717,0
20718,1
20719,1
20720,0
20721,0
20722,1
20723,0
20724,1
20725,0
20726,0
20727,0
20728,1
20729,1
20730,0
20731,0
20732,0
20733,0
20734,0
20735,1
20736,0
20737,1
20738,0
20739,1
20740,1
20741,1
20742,1
20743,0
20744,0
20745,0
20746,1
20747,0
20748,0
20749,0
20750,0
20751,1
20752,1
20753,0
20754,1
20755,1
20756,0
20757,0
20758,0
20759,0
20760,0
20761,0
20762,1
20763,0
20764,0
20765,1
20766,0
20767,0
20768,0
20769,1
20770,1
20771,0
20772,1
20773,1
20774,1
20775,1
20776,0
20777,0
20778,0
20779,0
20780,0
20781,0
20782,0
20783,0
20784,0
20785,1
20786,1
20787,1
20788,1
20789,0
20790,0
20791,1
20792,0
20793,0
20794,1
20795,0
20796,1
20797,0
20798,1
20799,0
20800,1
20801,1
20802,1
20803,1
20804,0
20805,0
20806,1
20807,1
20808,1
20809,1
20810,0
20811,1
20812,1
20813,1
20814,1
20815,1
20816,1
20817,0
20818,0
20819,1
20820,1
20821,1
20822,1
20823,1
20824,0
20825,0
20826,0
20827,0
20828,0
20829,1
20830,1
20831,0
20832,1
20833,0
20834,0
20835,1
20836,1
20837,1
20838,0
20839,1
20840,1
20841,1
20842,1
20843,1
20844,0
20845,1
20846,1
20847,1
20848,1
20849,1
20850,1
20851,1
20852,0
20853,1
20854,1
20855,1
20856,0
20857,0
20858,1
20859,0
20860,1
20861,0
20862,0
20863,1
20864,0
20865,0
20866,0
20867,1
20868,0
20869,0
20870,0
20871,0
20872,1
20873,1
20874,1
20875,0
20876,0
20877,1
20878,1
20879,1
20880,0
20881,1
20882,1
20883,1
20884,0
20885,1
20886,1
20887,1
20888,1
20889,1
20890,1
20891,1
20892,1
20893,1
20894,1
20895,1
20896,1
20897,1
20898,0
20899,1
20900,1
20901,1
20902,0
20903,1
20904,1
20905,1
20906,0
20907,0
20908,1
20909,1
20910,0
20911,0
20912,0
20913,0
20914,0
20915,0
20916,0
20917,1
20918,0
20919,0
20920,1
20921,0
20922,1
20923,1
20924,0
20925,1
20926,0
20927,0
20928,0
20929,0
20930,0
20931,1
20932,0
20933,0
20934,0
20935,1
20936,1
20937,0
20938,1
20939,1
20940,1
20941,1
20942,1
20943,0
20944,1
20945,1
20946,1
20947,1
20948,0
20949,1
20950,1
20951,1
20952,0
20953,1
20954,1
20955,1
20956,0
20957,0
20958,1
20959,1
20960,0
20961,1
20962,0
20963,1
20964,1
20965,1
20966,0
20967,0
20968,0
20969,1
20970,1
20971,1
20972,1
20973,1
20974,0
20975,0
20976,0
20977,0
20978,1
20979,0
20980,1
20981,0
20982,1
20983,0
20984,1
20985,0
20986,0
20987,0
20988,1
20989,1
20990,0
20991,0
20992,0
20993,0
20994,0
20995,0
20996,0
20997,1
20998,0
20999,1
21000,0
21001,0
21002,1
21003,0
21004,1
21005,0
21006,1
21007,0
21008,1
21009,0
21010,1
21011,0
21012,0
21013,1
21014,1
21015,0
21016,1
21017,0
21018,1
21019,0
21020,0
21021,1
21022,0
21023,1
21024,0
21025,0
21026,1
21027,0
21028,0
21029,0
21030,0
21031,1
21032,1
21033,0
21034,1
21035,1
21036,0
21037,1
21038,1
21039,0
21040,1
21041,0
21042,0
21043,1
21044,0
21045,0
21046,1
21047,1
21048,0
21049,0
21050,1
21051,0
21052,0
21053,0
21054,1
21055,1
21056,0
21057,1
21058,0
21059,0
21060,1
21061,0
21062,0
21063,0
21064,0
21065,0
21066,1
21067,0
21068,1
21069,0
21070,1
21071,0
21072,1
21073,1
21074,1
21075,0
21076,1
21077,0
21078,1
21079,0
21080,0
21081,1
21082,0
21083,0
21084,0
21085,0
21086,1
21087,1
21088,1
21089,0
21090,1
21091,1
21092,0
21093,0
21094,0
21095,1
21096,1
21097,0
21098,0
21099,1
21100,1
21101,0
21102,1
21103,0
21104,0
21105,0
21106,1
21107,1
21108,0
21109,0
21110,1
21111,0
21112,0
21113,0
21114,1
21115,1
21116,1
21117,0
21118,0
21119,0
21120,1
21121,1
21122,0
21123,0
21124,1
21125,1
21126,1
21127,1
21128,0
21129,1
21130,1
21131,1
21132,0
21133,1
21134,0
21135,1
21136,1
21137,0
21138,0
21139,0
21140,0
21141,1
21142,0
21143,1
21144,1
21145,0
21146,0
21147,1
21148,0
21149,0
21150,1
21151,0
21152,1
21153,1
21154,1
21155,1
21156,1
21157,0
21158,1
21159,0
21160,1
21161,1
21162,1
21163,1
21164,0
21165,0
21166,0
21167,0
21168,0
21169,0
21170,1
21171,0
21172,0
21173,0
21174,0
21175,1
21176,0
21177,0
21178,1
21179,0
21180,1
21181,1
21182,0
21183,1
21184,0
21185,1
21186,1
21187,0
21188,0
21189,1
21190,0
21191,1
21192,1
21193,1
21194,1
21195,1
21196,1
21197,1
21198,1
21199,0
21200,0
21201,1
21202,1
21203,1
21204,0
21205,1
21206,0
21207,0
21208,1
21209,1
21210,0
21211,0
21212,1
21213,0
21214,1
21215,1
21216,0
21217,1
21218,0
21219,0
21220,1
21221,1
21222,0
21223,0
21224,1
21225,0
21226,0
21227,0
21228,1
21229,1
21230,1
21231,0
21232,1
21233,0
21234,0
21235,1
21236,0
21237,1
21238,1
21239,1
21240,0
21241,0
21242,1
21243,0
21244,0
21245,1
21246,0
21247,0
21248,0
21249,1
21250,1
21251,0
21252,1
21253,1
21254,1
21255,1
21256,1
21257,0
21258,1
21259,0
21260,0
21261,0
21262,1
21263,0
21264,1
21265,1
21266,1
21267,1
21268,0
21269,0
21270,0
21271,1
21272,1
21273,1
21274,0
21275,0
21276,0
21277,0
21278,0
21279,1
21280,0
21281,0
21282,0
21283,1
21284,0
21285,1
21286,1
21287,1
21288,1
21289,0
21290,1
21291,0
21292,0
21293,0
21294,1
21295,0
21296,1
21297,0
21298,1
21299,0
21300,0
21301,1
21302,0
21303,1
21304,1
21305,0
21306,1
21307,0
21308,0
21309,0
21310,1
21311,1
21312,1
21313,0
21314,1
21315,1
21316,1
21317,1
21318,0
21319,1
21320,1
21321,1
21322,0
21323,1
21324,0
21325,1
21326,0
21327,0
21328,1
21329,0
21330,1
21331,1
21332,0
21333,1
21334,1
21335,1
21336,0
21337,1
21338,0
21339,1
21340,0
21341,0
21342,1
21343,0
21344,0
21345,1
21346,0
21347,0
21348,0
21349,0
21350,1
21351,1
21352,1
21353,1
21354,0
21355,1
21356,0
21357,1
21358,0
21359,1
21360,1
21361,1
21362,1
21363,0
21364,1
21365,1
21366,1
21367,1
21368,1
21369,1
21370,0
21371,0
21372,0
21373,1
21374,0
21375,0
21376,0
21377,1
21378,0
21379,1
21380,0
21381,0
21382,1
21383,1
21384,0
21385,0
21386,1
21387,0
21388,1
21389,1
21390,0
21391,1
21392,0
21393,1
21394,0
21395,0
21396,1
21397,0
21398,1
21399,0
21400,1
21401,0
21402,0
21403,0
21404,1
21405,1
21406,1
21407,1
21408,0
21409,1
21410,0
21411,0
21412,0
21413,1
21414,0
21415,1
21416,0
21417,1
21418,1
21419,0
21420,1
21421,1
21422,0
21423,1
21424,0
21425,1
21426,0
21427,0
21428,1
21429,1
21430,1
21431,0
21432,1
21433,1
21434,0
21435,1
21436,0
21437,1
21438,1
21439,0
21440,1
21441,0
21442,1
21443,1
21444,1
21445,1
21446,0
21447,0
21448,0
21449,1
21450,0
21451,1
21452,0
21453,1
21454,1
21455,0
21456,1
21457,0
21458,0
21459,0
21460,1
21461,1
21462,1
21463,0
21464,0
21465,1
21466,1
21467,0
21468,1
21469,0
21470,0
21471,0
21472,0
21473,0
21474,1
21475,1
21476,1
21477,0
21478,1
21479,1
21480,0
21481,0
21482,0
21483,0
21484,1
21485,1
21486,0
21487,0
21488,1
21489,0
21490,1
21491,0
21492,1
21493,1
21494,1
21495,1
21496,1
21497,1
21498,1
21499,1
21500,1
21501,0
21502,1
21503,1
21504,1
21505,1
21506,0
21507,0
21508,0
21509,0
21510,0
21511,0
21512,0
21513,1
21514,0
21515,0
21516,0
21517,0
21518,0
21519,0
21520,0
21521,1
21522,1
21523,0
21524,1
21525,0
21526,0
21527,0
21528,0
21529,0
21530,0
21531,0
21532,1
21533,1
21534,0
21535,1
21536,0
21537,1
21538,1
21539,0
21540,1
21541,1
21542,0
21543,0
21544,0
21545,1
21546,0
21547,0
21548,0
21549,1
21550,0
21551,0
21552,1
21553,0
21554,0
21555,1
21556,0
21557,0
21558,0
21559,1
21560,0
21561,0
21562,0
21563,0
21564,0
21565,0
21566,1
21567,1
21568,1
21569,1
21570,1
21571,0
21572,0
21573,0
21574,0
21575,1
21576,0
21577,1
21578,1
21579,0
21580,1
21581,0
21582,0
21583,0
21584,0
21585,0
21586,0
21587,1
21588,1
21589,0
21590,0
21591,1
21592,0
21593,0
21594,0
21595,0
21596,0
21597,1
21598,1
21599,1
21600,1
21601,0
21602,0
21603,0
21604,1
21605,0
21606,0
21607,0
21608,1
21609,0
21610,0
21611,0
21612,1
21613,1
21614,0
21615,1
21616,0
21617,0
21618,0
21619,1
21620,1
21621,1
21622,0
21623,0
21624,0
21625,1
21626,1
21627,0
21628,1
21629,0
21630,0
21631,0
21632,1
21633,1
21634,0
21635,1
21636,0
21637,1
21638,1
21639,0
21640,1
21641,1
21642,1
21643,0
21644,1
21645,0
21646,1
21647,1
21648,0
21649,0
21650,0
21651,1
21652,0
21653,1
21654,1
21655,0
21656,0
21657,1
21658,1
21659,0
21660,1
21661,1
21662,0
21663,1
21664,1
21665,1
21666,0
21667,0
21668,1
21669,0
21670,0
21671,1
21672,0
21673,0
21674,0
21675,1
21676,1
21677,0
21678,0
21679,1
21680,0
21681,1
21682,0
21683,0
21684,1
21685,0
21686,0
21687,0
21688,0
21689,0
21690,1
21691,1
21692,0
21693,1
21694,1
21695,1
21696,1
21697,0
21698,0
21699,0
21700,0
21701,1
21702,1
21703,0
21704,0
21705,0
21706,1
21707,0
21708,1
21709,1
21710,1
21711,0
21712,0
21713,0
21714,1
21715,0
21716,0
21717,1
21718,1
21719,1
21720,1
21721,1
21722,0
21723,1
21724,1
21725,1
21726,0
21727,1
21728,0
21729,1
21730,1
21731,1
21732,0
21733,0
21734,1
21735,0
21736,1
21737,1
21738,0
21739,1
21740,1
21741,1
21742,1
21743,1
21744,0
21745,0
21746,0
21747,1
21748,0
21749,1
21750,1
21751,0
21752,1
21753,1
21754,1
21755,0
21756,0
21757,1
21758,1
21759,1
21760,1
21761,1
21762,0
21763,0
21764,1
21765,1
21766,0
21767,0
21768,0
21769,0
21770,1
21771,1
21772,0
21773,0
21774,0
21775,1
21776,1
21777,0
21778,1
21779,1
21780,1
21781,0
21782,1
21783,0
21784,0
21785,0
21786,0
21787,0
21788,0
21789,1
21790,1
21791,1
21792,1
21793,1
21794,1
21795,1
21796,1
21797,1
21798,1
21799,1
21800,0
21801,1
21802,1
21803,0
21804,1
21805,1
21806,1
21807,1
21808,1
21809,1
21810,1
21811,1
21812,1
21813,0
21814,1
21815,1
21816,0
21817,0
21818,0
21819,0
21820,0
21821,1
21822,1
21823,0
21824,1
21825,0
21826,1
21827,1
21828,1
21829,0
21830,0
21831,1
21832,1
21833,0
21834,0
21835,0
21836,1
21837,0
21838,1
21839,0
21840,1
21841,1
21842,1
21843,0
21844,1
21845,0
21846,1
21847,1
21848,1
21849,0
21850,1
21851,0
21852,0
21853,0
21854,0
21855,1
21856,0
21857,1
21858,1
21859,0
21860,0
21861,1
21862,1
21863,0
21864,0
21865,0
21866,0
21867,1
21868,1
21869,1
21870,0
21871,0
21872,1
21873,0
21874,0
21875,1
21876,0
21877,1
21878,1
21879,1
21880,1
21881,1
21882,1
21883,1
21884,0
21885,1
21886,0
21887,0
21888,0
21889,1
21890,1
21891,1
21892,0
21893,0
21894,0
21895,1
21896,1
21897,0
21898,0
21899,0
21900,0
21901,0
21902,1
21903,1
21904,0
21905,0
21906,1
21907,1
21908,1
21909,1
21910,1
21911,1
21912,0
21913,0
21914,1
21915,1
21916,0
21917,1
21918,1
21919,0
21920,1
21921,0
21922,0
21923,0
21924,0
21925,1
21926,0
21927,1
21928,1
21929,1
21930,0
21931,1
21932,1
21933,0
21934,0
21935,0
21936,0
21937,1
21938,1
21939,0
21940,1
21941,1
21942,1
21943,1
21944,1
21945,1
21946,0
21947,1
21948,0
21949,0
21950,1
21951,1
21952,0
21953,0
21954,0
21955,1
21956,0
21957,1
21958,1
21959,1
21960,0
21961,1
21962,0
21963,0
21964,0
21965,1
21966,0
21967,1
21968,1
21969,0
21970,0
21971,1
21972,1
21973,1
21974,0
21975,1
21976,0
21977,0
21978,1
21979,1
21980,0
21981,0
21982,0
21983,1
21984,0
21985,1
21986,1
21987,1
21988,0
21989,1
21990,1
21991,0
21992,1
21993,0
21994,0
21995,0
21996,0
21997,0
21998,1
21999,1
22000,0
22001,0
22002,1
22003,0
22004,0
22005,1
22006,1
22007,1
22008,1
22009,0
22010,1
22011,0
22012,0
22013,1
22014,1
22015,0
22016,1
22017,0
22018,1
22019,1
22020,1
22021,1
22022,1
22023,1
22024,1
22025,0
22026,0
22027,1
22028,0
22029,0
22030,0
22031,0
22032,0
22033,1
22034,1
22035,1
22036,0
22037,1
22038,0
22039,1
22040,1
22041,0
22042,0
22043,1
22044,0
22045,0
22046,1
22047,0
22048,1
22049,0
22050,1
22051,0
22052,0
22053,0
22054,1
22055,1
22056,1
22057,1
22058,1
22059,0
22060,1
22061,0
22062,1
22063,0
22064,1
22065,0
22066,1
22067,0
22068,1
22069,0
22070,1
22071,0
22072,0
22073,1
22074,1
22075,1
22076,1
22077,0
22078,0
